,stimulus,label,confidence
139,stimuli/visualarea_localizer/lcm/body08_lcm.png,sleeve,0.77267623
140,stimuli/visualarea_localizer/lcm/body08_lcm.png,outerwear,0.72893739
141,stimuli/visualarea_localizer/lcm/body08_lcm.png,pocket,0.61344063
142,stimuli/visualarea_localizer/lcm/body08_lcm.png,leather,0.57354647
143,stimuli/visualarea_localizer/lcm/body08_lcm.png,jacket,0.56120181
144,stimuli/visualarea_localizer/lcm/body08_lcm.png,jeans,0.5461483
145,stimuli/visualarea_localizer/lcm/body08_lcm.png,pattern,0.54400378
146,stimuli/visualarea_localizer/lcm/body08_lcm.png,trousers,0.53525376
147,stimuli/visualarea_localizer/lcm/body08_lcm.png,formal wear,0.51557541
148,stimuli/visualarea_localizer/lcm/body08_lcm.png,denim,0.50903493
149,stimuli/visualarea_localizer/lcm/body08_lcm.png,tuxedo,0.5006246
150,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,clothing,0.93280888
151,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,sleeve,0.780684
152,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,outerwear,0.7348246
153,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,pocket,0.615843
154,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,jacket,0.58577174
155,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,pattern,0.58146966
156,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,jeans,0.57330638
157,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,leather,0.57319593
158,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,t shirt,0.52477163
159,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,denim,0.51579875
160,stimuli/visualarea_localizer/lcm/body08_lcm_mirror.png,trousers,0.50617433
161,stimuli/visualarea_localizer/lcm/body09_lcm.png,clothing,0.93572956
162,stimuli/visualarea_localizer/lcm/body09_lcm.png,suit,0.73971015
163,stimuli/visualarea_localizer/lcm/body09_lcm.png,arm,0.69462878
164,stimuli/visualarea_localizer/lcm/body09_lcm.png,tuxedo,0.63793057
165,stimuli/visualarea_localizer/lcm/body09_lcm.png,pocket,0.62430775
166,stimuli/visualarea_localizer/lcm/body09_lcm.png,formal wear,0.60762435
167,stimuli/visualarea_localizer/lcm/body09_lcm.png,outerwear,0.500993
168,stimuli/visualarea_localizer/lcm/body09_lcm_mirror.png,clothing,0.9376443
169,stimuli/visualarea_localizer/lcm/body09_lcm_mirror.png,sleeve,0.73026305
170,stimuli/visualarea_localizer/lcm/body09_lcm_mirror.png,suit,0.72140008
171,stimuli/visualarea_localizer/lcm/body09_lcm_mirror.png,tuxedo,0.59537721
172,stimuli/visualarea_localizer/lcm/body09_lcm_mirror.png,pocket,0.589263
173,stimuli/visualarea_localizer/lcm/body09_lcm_mirror.png,formal wear,0.57258737
174,stimuli/visualarea_localizer/lcm/body09_lcm_mirror.png,outerwear,0.53948045
175,stimuli/visualarea_localizer/lcm/body10_lcm.png,clothing,0.93274105
176,stimuli/visualarea_localizer/lcm/body10_lcm.png,sleeve,0.81291765
177,stimuli/visualarea_localizer/lcm/body10_lcm.png,arm,0.71136475
178,stimuli/visualarea_localizer/lcm/body10_lcm.png,active undergarment,0.67528963
179,stimuli/visualarea_localizer/lcm/body10_lcm.png,dress,0.66125453
180,stimuli/visualarea_localizer/lcm/body10_lcm.png,formal wear,0.64072126
181,stimuli/visualarea_localizer/lcm/body10_lcm.png,tuxedo,0.59325027
182,stimuli/visualarea_localizer/lcm/body10_lcm.png,neck,0.58761591
183,stimuli/visualarea_localizer/lcm/body10_lcm.png,abdomen,0.58050251
184,stimuli/visualarea_localizer/lcm/body10_lcm.png,hand,0.55660588
185,stimuli/visualarea_localizer/lcm/body10_lcm.png,human body,0.54747331
186,stimuli/visualarea_localizer/lcm/body10_lcm.png,textile,0.51673144
187,stimuli/visualarea_localizer/lcm/body10_lcm.png,pattern,0.51319724
188,stimuli/visualarea_localizer/lcm/body10_lcm.png,trunk,0.50874543
189,stimuli/visualarea_localizer/lcm/body10_lcm.png,trousers,0.5019632
190,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,clothing,0.93168104
191,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,sleeve,0.79219985
192,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,arm,0.70986247
193,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,jeans,0.69742221
194,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,formal wear,0.67612749
195,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,tuxedo,0.66749895
196,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,dress,0.613293
197,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,active undergarment,0.60218453
198,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,leg,0.59149545
199,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,trousers,0.583591
200,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,abdomen,0.57755738
201,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,hand,0.55530679
202,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,neck,0.55104625
203,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,human body,0.54749614
204,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,suit,0.537635
205,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,textile,0.52223068
206,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,trunk,0.51374471
207,stimuli/visualarea_localizer/lcm/body10_lcm_mirror.png,outerwear,0.50763017
208,stimuli/visualarea_localizer/lcm/body11_lcm.png,clothing,0.93449175
209,stimuli/visualarea_localizer/lcm/body11_lcm.png,suit,0.82006341
210,stimuli/visualarea_localizer/lcm/body11_lcm.png,sleeve,0.81742787
211,stimuli/visualarea_localizer/lcm/body11_lcm.png,formal wear,0.78179026
212,stimuli/visualarea_localizer/lcm/body11_lcm.png,tuxedo,0.78069746
213,stimuli/visualarea_localizer/lcm/body11_lcm.png,outerwear,0.70425141
214,stimuli/visualarea_localizer/lcm/body11_lcm.png,pocket,0.63360965
215,stimuli/visualarea_localizer/lcm/body11_lcm.png,dress shirt,0.60816282
216,stimuli/visualarea_localizer/lcm/body11_lcm.png,pattern,0.56588495
217,stimuli/visualarea_localizer/lcm/body11_lcm.png,collar,0.52925617
218,stimuli/visualarea_localizer/lcm/body11_lcm.png,shirt,0.52276891
219,stimuli/visualarea_localizer/lcm/body11_lcm.png,jacket,0.51782012
220,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,clothing,0.9347505
221,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,sleeve,0.80061889
222,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,suit,0.75974166
223,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,tuxedo,0.75543016
224,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,formal wear,0.75001472
225,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,outerwear,0.70873266
226,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,pocket,0.67280424
227,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,dress shirt,0.5814817
228,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,pattern,0.55178767
229,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,jacket,0.52398837
230,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,collar,0.51957029
231,stimuli/visualarea_localizer/lcm/body11_lcm_mirror.png,shirt,0.5184043
232,stimuli/visualarea_localizer/lcm/body12_lcm.png,white,0.93583745
233,stimuli/visualarea_localizer/lcm/body12_lcm.png,clothing,0.93271059
234,stimuli/visualarea_localizer/lcm/body12_lcm.png,black and white,0.91392785
235,stimuli/visualarea_localizer/lcm/body12_lcm.png,sleeve,0.80313736
236,stimuli/visualarea_localizer/lcm/body12_lcm.png,suit,0.79813808
237,stimuli/visualarea_localizer/lcm/body12_lcm.png,formal wear,0.69213378
238,stimuli/visualarea_localizer/lcm/body12_lcm.png,tuxedo,0.68689591
239,stimuli/visualarea_localizer/lcm/body12_lcm.png,spring,0.67327887
240,stimuli/visualarea_localizer/lcm/body12_lcm.png,t shirt,0.63701689
241,stimuli/visualarea_localizer/lcm/body12_lcm.png,monochrome photography,0.63209611
242,stimuli/visualarea_localizer/lcm/body12_lcm.png,outerwear,0.60567409
243,stimuli/visualarea_localizer/lcm/body12_lcm.png,pattern,0.59713691
244,stimuli/visualarea_localizer/lcm/body12_lcm.png,jeans,0.585693
245,stimuli/visualarea_localizer/lcm/body12_lcm.png,jacket,0.5726229
246,stimuli/visualarea_localizer/lcm/body12_lcm.png,pocket,0.55750966
247,stimuli/visualarea_localizer/lcm/body12_lcm.png,gentleman,0.52634591
248,stimuli/visualarea_localizer/lcm/body12_lcm.png,textile,0.52474093
249,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,white,0.93559635
250,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,clothing,0.9275642
251,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,black and white,0.91558725
252,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,sleeve,0.74299181
253,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,t shirt,0.689432
254,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,spring,0.68765849
255,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,suit,0.67090243
256,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,monochrome photography,0.64752752
257,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,jacket,0.61420137
258,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,fashion,0.61317307
259,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,outerwear,0.61131042
260,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,formal wear,0.60369349
261,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,gentleman,0.55014116
262,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,photo shoot,0.53631496
263,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,leather,0.53315669
264,stimuli/visualarea_localizer/lcm/body12_lcm_mirror.png,tuxedo,0.51945567
265,stimuli/visualarea_localizer/lcm/body13_lcm.png,clothing,0.93041396
266,stimuli/visualarea_localizer/lcm/body13_lcm.png,sleeve,0.83940929
267,stimuli/visualarea_localizer/lcm/body13_lcm.png,arm,0.708884
268,stimuli/visualarea_localizer/lcm/body13_lcm.png,outerwear,0.686034
269,stimuli/visualarea_localizer/lcm/body13_lcm.png,tuxedo,0.59606737
270,stimuli/visualarea_localizer/lcm/body13_lcm.png,formal wear,0.59034234
271,stimuli/visualarea_localizer/lcm/body13_lcm.png,t shirt,0.56801248
272,stimuli/visualarea_localizer/lcm/body13_lcm.png,neck,0.55200261
273,stimuli/visualarea_localizer/lcm/body13_lcm.png,tights,0.5491758
274,stimuli/visualarea_localizer/lcm/body13_lcm.png,human body,0.54462707
275,stimuli/visualarea_localizer/lcm/body13_lcm.png,trousers,0.53308976
276,stimuli/visualarea_localizer/lcm/body13_lcm.png,pocket,0.52707344
277,stimuli/visualarea_localizer/lcm/body13_lcm.png,textile,0.52680606
278,stimuli/visualarea_localizer/lcm/body13_lcm.png,suit,0.5206483
279,stimuli/visualarea_localizer/lcm/body13_lcm.png,abdomen,0.51697344
280,stimuli/visualarea_localizer/lcm/body13_lcm.png,photo shoot,0.51521528
281,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,white,0.93659264
282,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,clothing,0.93263286
283,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,sleeve,0.83255476
284,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,outerwear,0.71062738
285,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,arm,0.68378764
286,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,tuxedo,0.59811604
287,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,formal wear,0.59331656
288,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,pocket,0.58038217
289,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,t shirt,0.57320452
290,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,human body,0.54202324
291,stimuli/visualarea_localizer/lcm/body13_lcm_mirror.png,neck,0.51160485
292,stimuli/visualarea_localizer/lcm/body14_lcm.png,arm,0.74058813
293,stimuli/visualarea_localizer/lcm/body14_lcm.png,muscle,0.7238068
294,stimuli/visualarea_localizer/lcm/body14_lcm.png,leg,0.63295352
295,stimuli/visualarea_localizer/lcm/body14_lcm.png,hand,0.59653848
296,stimuli/visualarea_localizer/lcm/body14_lcm.png,sense,0.579274
297,stimuli/visualarea_localizer/lcm/body14_lcm.png,tights,0.57244313
298,stimuli/visualarea_localizer/lcm/body14_lcm.png,human body,0.54411596
299,stimuli/visualarea_localizer/lcm/body14_lcm_mirror.png,arm,0.72478795
300,stimuli/visualarea_localizer/lcm/body14_lcm_mirror.png,muscle,0.7120325
301,stimuli/visualarea_localizer/lcm/body14_lcm_mirror.png,tights,0.69487786
302,stimuli/visualarea_localizer/lcm/body14_lcm_mirror.png,leg,0.6109367
303,stimuli/visualarea_localizer/lcm/body14_lcm_mirror.png,sense,0.579274
304,stimuli/visualarea_localizer/lcm/body14_lcm_mirror.png,hand,0.5763737
305,stimuli/visualarea_localizer/lcm/body15_lcm.png,white,0.93545765
306,stimuli/visualarea_localizer/lcm/body15_lcm.png,clothing,0.92878962
307,stimuli/visualarea_localizer/lcm/body15_lcm.png,sleeve,0.75682688
308,stimuli/visualarea_localizer/lcm/body15_lcm.png,outerwear,0.71168524
309,stimuli/visualarea_localizer/lcm/body15_lcm.png,arm,0.70837688
310,stimuli/visualarea_localizer/lcm/body15_lcm.png,tuxedo,0.65344954
311,stimuli/visualarea_localizer/lcm/body15_lcm.png,formal wear,0.64477414
312,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,clothing,0.93018186
313,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,sleeve,0.78314775
314,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,outerwear,0.7488727
315,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,arm,0.71751785
316,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,dress,0.63141894
317,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,formal wear,0.61169219
318,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,tuxedo,0.58154923
319,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,monochrome photography,0.55639571
320,stimuli/visualarea_localizer/lcm/body15_lcm_mirror.png,pattern,0.50210953
321,stimuli/visualarea_localizer/lcm/body16_lcm.png,white,0.93765146
322,stimuli/visualarea_localizer/lcm/body16_lcm.png,clothing,0.93751705
323,stimuli/visualarea_localizer/lcm/body16_lcm.png,undergarment,0.91943884
324,stimuli/visualarea_localizer/lcm/body16_lcm.png,active undergarment,0.91037744
325,stimuli/visualarea_localizer/lcm/body16_lcm.png,black and white,0.90539008
326,stimuli/visualarea_localizer/lcm/body16_lcm.png,lingerie,0.85685986
327,stimuli/visualarea_localizer/lcm/body16_lcm.png,sleeve,0.75069165
328,stimuli/visualarea_localizer/lcm/body16_lcm.png,briefs,0.67149675
329,stimuli/visualarea_localizer/lcm/body16_lcm.png,arm,0.66934013
330,stimuli/visualarea_localizer/lcm/body16_lcm.png,lingerie top,0.61250675
331,stimuli/visualarea_localizer/lcm/body16_lcm.png,girdle,0.58647346
332,stimuli/visualarea_localizer/lcm/body16_lcm.png,monochrome photography,0.55591387
333,stimuli/visualarea_localizer/lcm/body16_lcm.png,textile,0.53340185
334,stimuli/visualarea_localizer/lcm/body16_lcm.png,chest,0.5218277
335,stimuli/visualarea_localizer/lcm/body16_lcm_mirror.png,white,0.938594
336,stimuli/visualarea_localizer/lcm/body16_lcm_mirror.png,clothing,0.93689024
337,stimuli/visualarea_localizer/lcm/body16_lcm_mirror.png,undergarment,0.91885912
338,stimuli/visualarea_localizer/lcm/body16_lcm_mirror.png,active undergarment,0.91241628
339,stimuli/visualarea_localizer/lcm/body16_lcm_mirror.png,black and white,0.90507883
